2026-09-18 09:55:55,806 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1
W0918 09:55:57.745000 11016 .venv/lib/python3.10/site-packages/torch/_inductor/utils.py:1613] [0/0] Not enough SMs to use max_autotune_gemm mode

                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: mps
COMPUTE_DTYPE: torch.float32 (auto-detected: no CUDA (CPU/MPS))
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
WARNING: Flash Attention 3 not available, using PyTorch SDPA fallback
WARNING: Training will be less efficient without FA3
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Vocab size: 32,768
Model config:
{
  "sequence_len": 2048,
  "vocab_size": 32768,
  "n_layer": 4,
  "n_head": 2,
  "n_kv_head": 2,
  "n_embd": 256,
  "window_pattern": "L"
}
Parameter counts:
wte                     : 8,388,608
value_embeds            : 16,777,216
lm_head                 : 8,388,608
transformer_matrices    : 3,145,776
scalars                 : 34
total                   : 36,700,242
Estimated FLOPs per token: 9.437227e+07
Auto-computed optimal batch size: 262,144 tokens
Scaling LRs by 0.7071 for batch size 262,144 (reference: 524,288)
Scaling weight decay from 0.280000 to 1.889903 for depth 4
Scaling the LR for the AdamW parameters ∝1/√(256/768) = 1.732051
Calculated number of iterations from target data:param ratio: 528
Total number of training tokens: 138,412,032
Tokens : Scaling params ratio: 12.00
Total training FLOPs estimate: 1.306226e+16
Tokens / micro-batch / rank: 16 x 2048 = 32,768
Tokens / micro-batch: 32,768
Total batch size 262,144 => gradient accumulation steps: 8
Step 00000 | Validation bpb: 3.140407
step 00000/00528 (0.00%) | loss: 10.397240 | lrm: 0.03 | dt: 16557.29ms | tok/sec: 15,832 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00001/00528 (0.19%) | loss: 10.392509 | lrm: 0.05 | dt: 7454.93ms | tok/sec: 35,163 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00002/00528 (0.38%) | loss: 10.384025 | lrm: 0.07 | dt: 6776.71ms | tok/sec: 38,683 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00003/00528 (0.57%) | loss: 10.371260 | lrm: 0.10 | dt: 6944.18ms | tok/sec: 37,750 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00004/00528 (0.76%) | loss: 10.350788 | lrm: 0.12 | dt: 6668.06ms | tok/sec: 39,313 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.00m
step 00005/00528 (0.95%) | loss: 10.321761 | lrm: 0.15 | dt: 6780.85ms | tok/sec: 38,659 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.00m
step 00006/00528 (1.14%) | loss: 10.277722 | lrm: 0.17 | dt: 6687.03ms | tok/sec: 39,201 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 4 | total time: 0.00m
step 00007/00528 (1.33%) | loss: 10.215190 | lrm: 0.20 | dt: 6614.25ms | tok/sec: 39,633 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 4 | total time: 0.00m
step 00008/00528 (1.52%) | loss: 10.123861 | lrm: 0.23 | dt: 6579.70ms | tok/sec: 39,841 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 5 | total time: 0.00m
step 00009/00528 (1.70%) | loss: 9.992790 | lrm: 0.25 | dt: 6626.39ms | tok/sec: 39,560 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 5 | total time: 0.00m
step 00010/00528 (1.89%) | loss: 9.804167 | lrm: 0.28 | dt: 6685.64ms | tok/sec: 39,209 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 6 | total time: 0.00m
step 00011/00528 (2.08%) | loss: 9.575693 | lrm: 0.30 | dt: 6635.72ms | tok/sec: 39,505 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 6 | total time: 0.11m | eta: 57.2m
step 00012/00528 (2.27%) | loss: 9.361716 | lrm: 0.33 | dt: 6621.34ms | tok/sec: 39,590 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 7 | total time: 0.22m | eta: 57.0m
step 00013/00528 (2.46%) | loss: 9.170872 | lrm: 0.35 | dt: 6632.01ms | tok/sec: 39,527 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 7 | total time: 0.33m | eta: 56.9m
step 00014/00528 (2.65%) | loss: 8.986399 | lrm: 0.38 | dt: 6631.24ms | tok/sec: 39,531 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 8 | total time: 0.44m | eta: 56.8m
step 00015/00528 (2.84%) | loss: 8.776098 | lrm: 0.40 | dt: 6637.75ms | tok/sec: 39,492 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 8 | total time: 0.55m | eta: 56.7m
step 00016/00528 (3.03%) | loss: 8.585949 | lrm: 0.42 | dt: 6620.83ms | tok/sec: 39,593 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 9 | total time: 0.66m | eta: 56.6m
step 00017/00528 (3.22%) | loss: 8.409712 | lrm: 0.45 | dt: 6632.13ms | tok/sec: 39,526 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 9 | total time: 0.77m | eta: 56.5m
step 00018/00528 (3.41%) | loss: 8.248886 | lrm: 0.47 | dt: 6624.05ms | tok/sec: 39,574 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 10 | total time: 0.88m | eta: 56.3m
step 00019/00528 (3.60%) | loss: 8.089381 | lrm: 0.50 | dt: 6621.53ms | tok/sec: 39,589 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 11 | total time: 0.99m | eta: 56.2m
step 00020/00528 (3.79%) | loss: 7.938389 | lrm: 0.53 | dt: 6629.26ms | tok/sec: 39,543 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 11 | total time: 1.10m | eta: 56.1m
step 00021/00528 (3.98%) | loss: 7.798804 | lrm: 0.55 | dt: 6636.88ms | tok/sec: 39,498 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 12 | total time: 1.22m | eta: 56.0m
step 00022/00528 (4.17%) | loss: 7.655945 | lrm: 0.57 | dt: 6624.31ms | tok/sec: 39,573 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 12 | total time: 1.33m | eta: 55.9m
step 00023/00528 (4.36%) | loss: 7.538054 | lrm: 0.60 | dt: 6631.50ms | tok/sec: 39,530 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 13 | total time: 1.44m | eta: 55.8m
step 00024/00528 (4.55%) | loss: 7.433073 | lrm: 0.62 | dt: 6630.24ms | tok/sec: 39,537 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 13 | total time: 1.55m | eta: 55.7m
step 00025/00528 (4.73%) | loss: 7.345812 | lrm: 0.65 | dt: 6628.30ms | tok/sec: 39,549 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 14 | total time: 1.66m | eta: 55.6m
step 00026/00528 (4.92%) | loss: 7.241719 | lrm: 0.68 | dt: 6611.99ms | tok/sec: 39,646 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 14 | total time: 1.77m | eta: 55.5m
step 00027/00528 (5.11%) | loss: 7.149921 | lrm: 0.70 | dt: 6626.99ms | tok/sec: 39,556 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 15 | total time: 1.88m | eta: 55.3m
step 00028/00528 (5.30%) | loss: 7.068229 | lrm: 0.72 | dt: 6644.19ms | tok/sec: 39,454 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 15 | total time: 1.99m | eta: 55.2m
step 00029/00528 (5.49%) | loss: 6.992789 | lrm: 0.75 | dt: 6632.15ms | tok/sec: 39,526 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 16 | total time: 2.10m | eta: 55.1m
step 00030/00528 (5.68%) | loss: 6.911639 | lrm: 0.78 | dt: 6636.99ms | tok/sec: 39,497 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 16 | total time: 2.21m | eta: 55.0m
step 00031/00528 (5.87%) | loss: 6.844488 | lrm: 0.80 | dt: 6632.22ms | tok/sec: 39,525 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 17 | total time: 2.32m | eta: 54.9m
